filename,timestamp,NChirps,NAttenuators,SubBurstsInBurst,RF\_Attenuator,AF\_Gain,fc,B,T,fs,Temperature\_1,Temperature\_2,BatteryVoltage
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/146\_SubZero\_\_191055.70\_T1HR1H.dat,2022-01-07 19:11:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.8125,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/147\_SubZero\_\_133200.40\_T1HR1H.dat,2022-01-08 13:32:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.2187,12.2823
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/147\_SubZero\_\_191114.50\_T1HR1H.dat,2022-01-07 19:11:19,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,16.9375,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/148\_SubZero\_\_133219.50\_T1HR1H.dat,2022-01-08 13:32:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/148\_SubZero\_\_191133.50\_T1HR1H.dat,2022-01-07 19:11:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,16.1563,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/149\_SubZero\_\_133238.40\_T1HR1H.dat,2022-01-08 13:32:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.8281,12.2743
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/149\_SubZero\_\_191152\_T1HR1H.dat,2022-01-07 19:11:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,16.5469,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/14\_SubZero\_\_124834.50\_T1HR1H.dat,2022-01-08 12:48:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,22.0234,12.3105
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/14\_SubZero\_\_182813.30\_T1HR1H.dat,2022-01-07 18:28:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,8.5312,12.2179
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/150\_SubZero\_\_133257.20\_T1HR1H.dat,2022-01-08 13:33:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2743
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/150\_SubZero\_\_191210.50\_T1HR1H.dat,2022-01-07 19:12:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.7656,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/151\_SubZero\_\_133316.20\_T1HR1H.dat,2022-01-08 13:33:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.4141,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/151\_SubZero\_\_191229.90\_T1HR1H.dat,2022-01-07 19:12:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.8359,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/152\_SubZero\_\_133335.40\_T1HR1H.dat,2022-01-08 13:33:40,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.6562,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/152\_SubZero\_\_191248.90\_T1HR1H.dat,2022-01-07 19:12:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.6406,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/153\_SubZero\_\_133354.30\_T1HR1H.dat,2022-01-08 13:33:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.0703,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/153\_SubZero\_\_191308.60\_T1HR1H.dat,2022-01-07 19:13:13,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,16.5469,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/154\_SubZero\_\_133413.20\_T1HR1H.dat,2022-01-08 13:34:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.6562,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/154\_SubZero\_\_191328.50\_T1HR1H.dat,2022-01-07 19:13:33,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.2031,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/155\_SubZero\_\_133432.70\_T1HR1H.dat,2022-01-08 13:34:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/155\_SubZero\_\_191347.90\_T1HR1H.dat,2022-01-07 19:13:52,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.6172,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/156\_SubZero\_\_133453.90\_T1HR1H.dat,2022-01-08 13:34:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.2656,12.2743
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/156\_SubZero\_\_191407.20\_T1HR1H.dat,2022-01-07 19:14:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.8125,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/157\_SubZero\_\_133513.30\_T1HR1H.dat,2022-01-08 13:35:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.5,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/157\_SubZero\_\_191426.30\_T1HR1H.dat,2022-01-07 19:14:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.7891,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/158\_SubZero\_\_133532.60\_T1HR1H.dat,2022-01-08 13:35:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/158\_SubZero\_\_191445.30\_T1HR1H.dat,2022-01-07 19:14:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.5703,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/159\_SubZero\_\_133551.60\_T1HR1H.dat,2022-01-08 13:35:57,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.6797,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/159\_SubZero\_\_191504.20\_T1HR1H.dat,2022-01-07 19:15:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.0469,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/15\_SubZero\_\_124853.80\_T1HR1H.dat,2022-01-08 12:48:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,19.4844,12.3025
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/15\_SubZero\_\_182835.30\_T1HR1H.dat,2022-01-07 18:28:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,5.9844,12.2018
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/160\_SubZero\_\_133610.60\_T1HR1H.dat,2022-01-08 13:36:16,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/160\_SubZero\_\_191523.20\_T1HR1H.dat,2022-01-07 19:15:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.9609,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/161\_SubZero\_\_133629.40\_T1HR1H.dat,2022-01-08 13:36:34,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.0703,12.2703
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/161\_SubZero\_\_191542.10\_T1HR1H.dat,2022-01-07 19:15:46,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.3125,12.1978
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/162\_SubZero\_\_133648.30\_T1HR1H.dat,2022-01-08 13:36:53,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.3047,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/162\_SubZero\_\_191601\_T1HR1H.dat,2022-01-07 19:16:05,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,12.8359,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/163\_SubZero\_\_133707.20\_T1HR1H.dat,2022-01-08 13:37:12,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/163\_SubZero\_\_191620\_T1HR1H.dat,2022-01-07 19:16:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.7656,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/164\_SubZero\_\_133726.30\_T1HR1H.dat,2022-01-08 13:37:31,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.1094,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/164\_SubZero\_\_191639.10\_T1HR1H.dat,2022-01-07 19:16:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.0313,12.1937
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/165\_SubZero\_\_133745.20\_T1HR1H.dat,2022-01-08 13:37:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.7422,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/165\_SubZero\_\_191657.90\_T1HR1H.dat,2022-01-07 19:17:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.375,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/166\_SubZero\_\_133804.20\_T1HR1H.dat,2022-01-08 13:38:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/166\_SubZero\_\_191717.50\_T1HR1H.dat,2022-01-07 19:17:22,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.8125,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/167\_SubZero\_\_133823.20\_T1HR1H.dat,2022-01-08 13:38:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.2891,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/167\_SubZero\_\_191737.30\_T1HR1H.dat,2022-01-07 19:17:42,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.0313,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/168\_SubZero\_\_133842\_T1HR1H.dat,2022-01-08 13:38:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.8984,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/168\_SubZero\_\_191756.80\_T1HR1H.dat,2022-01-07 19:18:01,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,11.8516,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/169\_SubZero\_\_133900.70\_T1HR1H.dat,2022-01-08 13:39:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.5469,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/169\_SubZero\_\_191816.50\_T1HR1H.dat,2022-01-07 19:18:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.4219,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/16\_SubZero\_\_124912.90\_T1HR1H.dat,2022-01-08 12:49:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,20.0703,12.3065
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/16\_SubZero\_\_182853.50\_T1HR1H.dat,2022-01-07 18:28:57,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,6.5703,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/170\_SubZero\_\_133919.30\_T1HR1H.dat,2022-01-08 13:39:24,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.5469,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/170\_SubZero\_\_191834.80\_T1HR1H.dat,2022-01-07 19:18:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,16.1563,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/171\_SubZero\_\_133938.10\_T1HR1H.dat,2022-01-08 13:39:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.5469,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/171\_SubZero\_\_191853.40\_T1HR1H.dat,2022-01-07 19:18:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.0313,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/172\_SubZero\_\_133957\_T1HR1H.dat,2022-01-08 13:40:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/172\_SubZero\_\_191912.20\_T1HR1H.dat,2022-01-07 19:19:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.7031,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/173\_SubZero\_\_134015.80\_T1HR1H.dat,2022-01-08 13:40:21,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.8984,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/173\_SubZero\_\_191931.10\_T1HR1H.dat,2022-01-07 19:19:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.7656,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/174\_SubZero\_\_134034.50\_T1HR1H.dat,2022-01-08 13:40:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.7187,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/174\_SubZero\_\_191950.40\_T1HR1H.dat,2022-01-07 19:19:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,13.0313,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/175\_SubZero\_\_134053.10\_T1HR1H.dat,2022-01-08 13:40:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.7422,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/175\_SubZero\_\_192009.20\_T1HR1H.dat,2022-01-07 19:20:14,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.1797,12.1897
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/176\_SubZero\_\_134111.80\_T1HR1H.dat,2022-01-08 13:41:17,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/176\_SubZero\_\_192028\_T1HR1H.dat,2022-01-07 19:20:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.7656,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/177\_SubZero\_\_134130.40\_T1HR1H.dat,2022-01-08 13:41:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/177\_SubZero\_\_192046.50\_T1HR1H.dat,2022-01-07 19:20:51,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,15.7656,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/178\_SubZero\_\_134149.10\_T1HR1H.dat,2022-01-08 13:41:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.3047,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/178\_SubZero\_\_192105.10\_T1HR1H.dat,2022-01-07 19:21:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.5313,12.1776
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/179\_SubZero\_\_134207.90\_T1HR1H.dat,2022-01-08 13:42:13,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,25.7422,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/179\_SubZero\_\_192124.10\_T1HR1H.dat,2022-01-07 19:21:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.1328,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/17\_SubZero\_\_124932.60\_T1HR1H.dat,2022-01-08 12:49:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,20.4609,12.3065
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/17\_SubZero\_\_182912.50\_T1HR1H.dat,2022-01-07 18:29:16,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,6.5703,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/180\_SubZero\_\_134226.70\_T1HR1H.dat,2022-01-08 13:42:32,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.1328,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/180\_SubZero\_\_192142.80\_T1HR1H.dat,2022-01-07 19:21:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.1172,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/181\_SubZero\_\_134245.40\_T1HR1H.dat,2022-01-08 13:42:50,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.0937,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/181\_SubZero\_\_192201.30\_T1HR1H.dat,2022-01-07 19:22:06,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.1172,12.1776
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/182\_SubZero\_\_134304.10\_T1HR1H.dat,2022-01-08 13:43:09,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.3047,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/182\_SubZero\_\_192220.30\_T1HR1H.dat,2022-01-07 19:22:25,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.1172,12.1776
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/183\_SubZero\_\_134323.10\_T1HR1H.dat,2022-01-08 13:43:28,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,26.5234,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/183\_SubZero\_\_192238.70\_T1HR1H.dat,2022-01-07 19:22:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,19.4844,12.1776
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/184\_SubZero\_\_134341.70\_T1HR1H.dat,2022-01-08 13:43:47,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.7031,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/184\_SubZero\_\_192257.10\_T1HR1H.dat,2022-01-07 19:23:02,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.1328,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/185\_SubZero\_\_134633.50\_T1HR1H.dat,2022-01-08 13:46:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.2656,12.3226
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/185\_SubZero\_\_192315.70\_T1HR1H.dat,2022-01-07 19:23:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,17.7266,12.1816
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/186\_SubZero\_\_134653.50\_T1HR1H.dat,2022-01-08 13:46:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.4844,12.2743
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/186\_SubZero\_\_192333.40\_T1HR1H.dat,2022-01-07 19:23:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,18.7031,12.1776
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/187\_SubZero\_\_134713\_T1HR1H.dat,2022-01-08 13:47:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,27.7031,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/188\_SubZero\_\_134734\_T1HR1H.dat,2022-01-08 13:47:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.6562,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/189\_SubZero\_\_134753.50\_T1HR1H.dat,2022-01-08 13:47:58,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.875,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/18\_SubZero\_\_124952.50\_T1HR1H.dat,2022-01-08 12:49:57,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,21.2422,12.3065
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/18\_SubZero\_\_182931.50\_T1HR1H.dat,2022-01-07 18:29:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,7.5547,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/190\_SubZero\_\_134813.50\_T1HR1H.dat,2022-01-08 13:48:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.2656,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/191\_SubZero\_\_134833\_T1HR1H.dat,2022-01-08 13:48:38,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/192\_SubZero\_\_134853.80\_T1HR1H.dat,2022-01-08 13:48:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,32.9844,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/193\_SubZero\_\_134915.10\_T1HR1H.dat,2022-01-08 13:49:20,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,33.5703,12.2662
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/194\_SubZero\_\_134934.50\_T1HR1H.dat,2022-01-08 13:49:39,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.4141,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/195\_SubZero\_\_134954\_T1HR1H.dat,2022-01-08 13:49:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2501
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/196\_SubZero\_\_135013.20\_T1HR1H.dat,2022-01-08 13:50:18,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,30.4375,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/197\_SubZero\_\_135032.20\_T1HR1H.dat,2022-01-08 13:50:37,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,31.6094,12.2501
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/198\_SubZero\_\_135051.10\_T1HR1H.dat,2022-01-08 13:50:56,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.6562,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/199\_SubZero\_\_135110\_T1HR1H.dat,2022-01-08 13:51:15,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,29.0703,12.2542
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/19\_SubZero\_\_125018.70\_T1HR1H.dat,2022-01-08 12:50:23,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,22.4141,12.3267
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/19\_SubZero\_\_182950.20\_T1HR1H.dat,2022-01-07 18:29:54,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,10.4844,12.1857
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_124354.70\_T1HR1H.dat,2022-01-08 12:43:59,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,14.9844,12.379
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_155356.80\_T1HR1H.dat,2022-01-07 16:59:26,5,1,5,30,30,30000076.1636,20000152.2899,1,40000,0,1.6797,12.3347
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_163639.60\_T1HR1H.dat,2022-01-09 16:36:45,100,1,100,15,15,30000076.1636,20000152.2899,1,40000,0,7.9453,12.4999
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_164126.90\_T1HR1H.dat,2022-01-02 17:42:48,20,1,5,30,30,30000076.1636,20000152.2899,1,40000,7.0234,5.2109,12.2219
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_165816.20\_T1HR1H.dat,2022-01-02 17:59:38,20,1,5,30,30,30000076.1636,20000152.2899,1,40000,5.0625,7.7578,12.3629
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_173256.20\_T1HR1H.dat,2022-01-07 17:33:00,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,4.8125,12.2985
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_173840.70\_T1HR1H.dat,2022-01-07 17:38:43,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,2.8594,12.3508
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_180215.40\_T1HR1H.dat,2022-01-02 18:02:16,5,1,5,30,30,30000076.1636,20000152.2899,0.1,40000,1.9297,3.6406,12.2743
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_181539.50\_T1HR1H.dat,2022-01-02 18:15:40,300,1,300,30,30,30000076.1636,20000152.2899,1,40000,6.0469,6.1875,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_182106\_T1HR1H.dat,2022-01-07 18:21:08,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,1.0938,12.2622
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_182656.10\_T1HR1H.dat,2022-01-08 18:27:01,1000,1,1000,10,10,30000076.1636,20000152.2899,1,40000,0,11.8516,12.0165
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_211150.30\_T1HR1H.dat,2021-12-30 22:13:11,20,1,5,30,30,30000076.1636,20000152.2899,1,40000,-0.031,8.7344,12.379
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/1\_SubZero\_\_213135.70\_T1HR1H.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/200\_SubZero\_\_135130.20\_T1HR1H.dat,2022-01-08 13:51:35,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.875,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/201\_SubZero\_\_135149.70\_T1HR1H.dat,2022-01-08 13:51:55,10,1,10,10,10,30000076.1636,20000152.2899,1,40000,0,28.6797,12.2582
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/2021-12-28\_212921.dat,2021-12-28 21:29:22,4,4,1,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-2.578,-0.078,12.1333
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/2021-12-28\_213612.dat,2021-12-28 21:36:13,4,4,1,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-5.125,-5.758,12.1534
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/2021-12-28\_213633.dat,2021-12-28 21:36:34,4,4,1,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-5.125,-3.797,12.1293
/Untouched/ApRES/HF/SD\_2\_DUMP/Survey/2021-12-28\_213647.dat,2021-12-28 21:36:48,4,4,1,30 20 10  0,30 20 10  0,30000076.1636,20000152.2899,1,40000,-5.125,-3.406,12.1172
